,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated
188,2015-11-28,0.000100,0.000100,0.000100,0.000100,0,reg,False
189,2015-11-29,0.000100,0.000100,0.000100,0.000100,0,reg,False
190,2015-11-30,0.000100,0.000100,0.000100,0.000100,0,reg,False
191,2015-12-01,0.000100,0.000100,0.000100,0.000100,0,reg,False
192,2015-12-02,0.000100,0.000100,0.000100,0.000100,0,reg,False
193,2015-12-03,0.000100,0.000100,0.000100,0.000100,0,reg,False
194,2015-12-04,0.000100,0.000100,0.000100,0.000100,0,reg,False
195,2015-12-05,0.000100,0.000100,0.000100,0.000100,0,reg,False
196,2015-12-06,0.000100,0.000100,0.000100,0.000100,0,reg,False
197,2015-12-07,0.000100,0.000100,0.000100,0.000100,0,reg,False
198,2015-12-08,0.000100,0.000100,0.000100,0.000100,0,reg,False
199,2015-12-09,0.000100,0.000100,0.000200,0.000100,0,reg,False
200,2015-12-10,0.000100,0.000100,0.000100,0.000100,0,reg,False
201,2015-12-11,0.000100,0.000100,0.000200,0.000100,0,reg,False
202,2015-12-12,0.000100,0.000100,0.000200,0.000100,0,reg,False
203,2015-12-13,0.000100,0.000100,0.000100,0.000100,0,reg,False
204,2015-12-14,0.000100,0.000100,0.000100,0.000100,0,reg,False
205,2015-12-15,0.000100,0.000100,0.000200,0.000100,0,reg,False
206,2015-12-16,0.000100,0.000100,0.000200,0.000100,0,reg,False
207,2015-12-17,0.000100,0.000200,0.000200,0.000100,0,reg,False
208,2015-12-18,0.000200,0.000200,0.000200,0.000100,0,reg,False
209,2015-12-19,0.000200,0.000200,0.000200,0.000100,0,reg,False
210,2015-12-20,0.000200,0.000100,0.000200,0.000100,0,reg,False
211,2015-12-21,0.000100,0.000100,0.000100,0.000100,0,reg,False
212,2015-12-22,0.000100,0.000100,0.000100,0.000100,0,reg,False
213,2015-12-23,0.000100,0.000100,0.000100,0.000100,0,reg,False
214,2015-12-24,0.000100,0.000100,0.000200,0.000100,0,reg,False
215,2015-12-25,0.000100,0.000100,0.000200,0.000100,0,reg,False
216,2015-12-26,0.000100,0.000100,0.000100,0.000100,0,reg,False
217,2015-12-27,0.000100,0.000100,0.000100,0.000100,0,reg,False
218,2015-12-28,0.000100,0.000100,0.000100,0.000100,0,reg,False
219,2015-12-29,0.000100,0.000200,0.000200,0.000100,0,reg,False
220,2015-12-30,0.000200,0.000200,0.000200,0.000100,0,reg,False
221,2015-12-31,0.000200,0.000200,0.000200,0.000100,0,reg,False
222,2016-01-01,0.000100,0.000200,0.000200,0.000100,0,reg,False
223,2016-01-02,0.000200,0.000200,0.000200,0.000100,0,reg,False
224,2016-01-03,0.000100,0.000100,0.000100,0.000100,0,reg,False
225,2016-01-04,0.000100,0.000100,0.000100,0.000100,0,reg,False
226,2016-01-05,0.000100,0.000100,0.000200,0.000100,0,reg,False
227,2016-01-06,0.000100,0.000100,0.000100,0.000100,0,reg,False
228,2016-01-07,0.000100,0.000100,0.000100,0.000100,0,reg,False
229,2016-01-08,0.000100,0.000200,0.000200,0.000100,0,reg,False
230,2016-01-09,0.000200,0.000200,0.000200,0.000200,0,reg,False
231,2016-01-10,0.000200,0.000200,0.000200,0.000200,0,reg,False
232,2016-01-11,0.000200,0.000200,0.000200,0.000200,0,reg,False
233,2016-01-12,0.000200,0.000200,0.000200,0.000200,0,reg,False
234,2016-01-13,0.000200,0.000200,0.000200,0.000200,0,reg,False
235,2016-01-14,0.000200,0.000200,0.000200,0.000200,0,reg,False
236,2016-01-15,0.000200,0.000100,0.000200,0.000100,0,reg,False
237,2016-01-16,0.000100,0.000200,0.000200,0.000100,0,reg,False
238,2016-01-17,0.000200,0.000200,0.000200,0.000100,0,reg,False
239,2016-01-18,0.000200,0.000200,0.000200,0.000100,0,reg,False
240,2016-01-19,0.000200,0.000100,0.000200,0.000100,0,reg,False
241,2016-01-20,0.000100,0.000200,0.000200,0.000100,0,reg,False
242,2016-01-21,0.000200,0.000200,0.000200,0.000200,0,reg,False
243,2016-01-22,0.000200,0.000200,0.000200,0.000200,0,reg,False
244,2016-01-23,0.000200,0.000200,0.000200,0.000200,0,reg,False
245,2016-01-24,0.000200,0.000200,0.000200,0.000200,0,reg,False
246,2016-01-25,0.000200,0.000200,0.000200,0.000200,0,reg,False
247,2016-01-26,0.000200,0.000400,0.000400,0.000200,0,reg,False
248,2016-01-27,0.000400,0.000500,0.000500,0.000300,0,reg,False
249,2016-01-28,0.000500,0.000300,0.000500,0.000300,0,reg,False
250,2016-01-29,0.000300,0.000300,0.000300,0.000300,0,reg,False
251,2016-01-30,0.000300,0.000300,0.000300,0.000300,0,reg,False
252,2016-01-31,0.000300,0.000300,0.000300,0.000200,0,reg,False
253,2016-02-01,0.000300,0.000300,0.000300,0.000300,0,reg,False
254,2016-02-02,0.000300,0.000300,0.000300,0.000300,0,reg,False
255,2016-02-03,0.000300,0.000300,0.000300,0.000300,0,reg,False
256,2016-02-04,0.000300,0.000300,0.000300,0.000300,0,reg,False
257,2016-02-05,0.000300,0.000300,0.000300,0.000300,0,reg,False
258,2016-02-06,0.000300,0.000300,0.000300,0.000300,0,reg,False
259,2016-02-07,0.000300,0.000300,0.000300,0.000300,0,reg,False
260,2016-02-08,0.000300,0.000300,0.000300,0.000300,0,reg,False
261,2016-02-09,0.000300,0.000300,0.000300,0.000300,0,reg,False
262,2016-02-10,0.000300,0.000300,0.000300,0.000300,0,reg,False
263,2016-02-11,0.000300,0.000300,0.000300,0.000300,0,reg,False
264,2016-02-12,0.000300,0.000300,0.000300,0.000300,0,reg,False
265,2016-02-13,0.000300,0.000300,0.000300,0.000300,0,reg,False
266,2016-02-14,0.000300,0.000300,0.000300,0.000300,0,reg,False
267,2016-02-15,0.000300,0.000300,0.000300,0.000300,0,reg,False
268,2016-02-16,0.000300,0.000300,0.000300,0.000300,0,reg,False
269,2016-02-17,0.000300,0.000300,0.000300,0.000300,0,reg,False
270,2016-02-18,0.000300,0.000300,0.000300,0.000300,0,reg,False
271,2016-02-19,0.000300,0.000300,0.000300,0.000300,0,reg,False
272,2016-02-20,0.000300,0.000300,0.000300,0.000300,0,reg,False
273,2016-02-21,0.000300,0.000300,0.000300,0.000300,0,reg,False
274,2016-02-22,0.000300,0.000300,0.000300,0.000300,0,reg,False
275,2016-02-23,0.000300,0.000300,0.000300,0.000300,0,reg,False
276,2016-02-24,0.000300,0.000300,0.000300,0.000300,0,reg,False
277,2016-02-25,0.000300,0.000300,0.000300,0.000300,0,reg,False
278,2016-02-26,0.000300,0.000300,0.000300,0.000300,0,reg,False
279,2016-02-27,0.000300,0.000300,0.000300,0.000300,0,reg,False
280,2016-02-28,0.000300,0.000300,0.000300,0.000200,0,reg,False
281,2016-02-29,0.000300,0.000300,0.000300,0.000200,0,reg,False
282,2016-03-01,0.000300,0.000200,0.000300,0.000200,0,reg,False
283,2016-03-02,0.000200,0.000200,0.000300,0.000200,0,reg,False
284,2016-03-03,0.000200,0.000200,0.000200,0.000200,0,reg,False
285,2016-03-04,0.000200,0.000200,0.000200,0.000200,0,reg,False
286,2016-03-05,0.000200,0.000200,0.000200,0.000200,0,reg,False
287,2016-03-06,0.000200,0.000200,0.000200,0.000200,0,reg,False
288,2016-03-07,0.000200,0.000200,0.000200,0.000200,0,reg,False
289,2016-03-08,0.000200,0.000200,0.000200,0.000200,0,reg,False
290,2016-03-09,0.000200,0.000200,0.000200,0.000200,0,reg,False
291,2016-03-10,0.000200,0.000200,0.000200,0.000200,0,reg,False
292,2016-03-11,0.000200,0.000200,0.000200,0.000200,0,reg,False
293,2016-03-12,0.000200,0.000200,0.000200,0.000200,0,reg,False
294,2016-03-13,0.000200,0.000200,0.000200,0.000200,0,reg,False
295,2016-03-14,0.000200,0.000200,0.000200,0.000200,0,reg,False
296,2016-03-15,0.000200,0.000200,0.000200,0.000200,0,reg,False
297,2016-03-16,0.000200,0.000200,0.000200,0.000200,0,reg,False
298,2016-03-17,0.000200,0.000200,0.000200,0.000200,0,reg,False
299,2016-03-18,0.000200,0.000200,0.000200,0.000200,0,reg,False
300,2016-03-19,0.000200,0.000200,0.000200,0.000200,0,reg,False
301,2016-03-20,0.000200,0.000200,0.000200,0.000200,0,reg,False
302,2016-03-21,0.000200,0.000200,0.000200,0.000200,0,reg,False
303,2016-03-22,0.000200,0.000200,0.000200,0.000200,0,reg,False
304,2016-03-23,0.000200,0.000200,0.000200,0.000200,0,reg,False
305,2016-03-24,0.000200,0.000200,0.000200,0.000200,0,reg,False
306,2016-03-25,0.000200,0.000200,0.000200,0.000200,0,reg,False
307,2016-03-26,0.000200,0.000200,0.000200,0.000200,0,reg,False
308,2016-03-27,0.000200,0.000200,0.000200,0.000200,0,reg,False
309,2016-03-28,0.000200,0.000200,0.000200,0.000200,0,reg,False
310,2016-03-29,0.000200,0.000300,0.000300,0.000200,0,reg,False
311,2016-03-30,0.000300,0.000200,0.000300,0.000200,0,reg,False
312,2016-03-31,0.000200,0.000200,0.000200,0.000200,0,reg,False
313,2016-04-01,0.000200,0.000200,0.000200,0.000200,0,reg,False
314,2016-04-02,0.000200,0.000200,0.000200,0.000200,0,reg,False
315,2016-04-03,0.000200,0.000200,0.000200,0.000200,0,reg,False
316,2016-04-04,0.000200,0.000200,0.000200,0.000200,0,reg,False
317,2016-04-05,0.000200,0.000200,0.000200,0.000200,0,reg,False
318,2016-04-06,0.000200,0.000200,0.000200,0.000200,0,reg,False
319,2016-04-07,0.000200,0.000200,0.000200,0.000200,0,reg,False
320,2016-04-08,0.000200,0.000200,0.000200,0.000200,0,reg,False
321,2016-04-09,0.000200,0.000200,0.000200,0.000200,0,reg,False
322,2016-04-10,0.000200,0.000200,0.000200,0.000200,0,reg,False
323,2016-04-11,0.000200,0.000200,0.000200,0.000200,0,reg,False
324,2016-04-12,0.000200,0.000200,0.000200,0.000200,0,reg,False
325,2016-04-13,0.000200,0.000200,0.000200,0.000200,0,reg,False
326,2016-04-14,0.000200,0.000200,0.000200,0.000200,0,reg,False
327,2016-04-15,0.000200,0.000200,0.000200,0.000200,0,reg,False
328,2016-04-16,0.000200,0.000200,0.000200,0.000200,0,reg,False
329,2016-04-17,0.000200,0.000200,0.000200,0.000200,0,reg,False
330,2016-04-18,0.000200,0.000200,0.000200,0.000200,0,reg,False
331,2016-04-19,0.000200,0.000200,0.000200,0.000200,0,reg,False
332,2016-04-20,0.000200,0.000200,0.000200,0.000200,0,reg,False
333,2016-04-21,0.000200,0.000200,0.000200,0.000200,0,reg,False
334,2016-04-22,0.000200,0.000200,0.000200,0.000200,0,reg,False
335,2016-04-23,0.000200,0.000200,0.000200,0.000200,0,reg,False
336,2016-04-24,0.000200,0.000200,0.000200,0.000200,0,reg,False
337,2016-04-25,0.000200,0.000200,0.000200,0.000200,0,reg,False
338,2016-04-26,0.000200,0.000200,0.000200,0.000200,0,reg,False
339,2016-04-27,0.000200,0.000200,0.000200,0.000200,0,reg,False
340,2016-04-28,0.000200,0.000200,0.000200,0.000200,0,reg,False
341,2016-04-29,0.000200,0.000200,0.000200,0.000200,0,reg,False
342,2016-04-30,0.000200,0.000200,0.000200,0.000200,0,reg,False
343,2016-05-01,0.000200,0.000200,0.000200,0.000200,0,reg,False
344,2016-05-02,0.000200,0.000200,0.000200,0.000200,0,reg,False
345,2016-05-03,0.000200,0.000200,0.000200,0.000200,0,reg,False
346,2016-05-04,0.000200,0.000200,0.000200,0.000200,0,reg,False
347,2016-05-05,0.000200,0.000200,0.000200,0.000200,0,reg,False
348,2016-05-06,0.000200,0.000200,0.000200,0.000200,0,reg,False
349,2016-05-07,0.000200,0.000200,0.000200,0.000200,0,reg,False
350,2016-05-08,0.000200,0.000200,0.000200,0.000200,0,reg,False
351,2016-05-09,0.000200,0.000200,0.000200,0.000200,0,reg,False
352,2016-05-10,0.000200,0.000200,0.000200,0.000200,0,reg,False
353,2016-05-11,0.000200,0.000200,0.000200,0.000200,0,reg,False
354,2016-05-12,0.000200,0.000200,0.000200,0.000200,0,reg,False
355,2016-05-13,0.000200,0.000200,0.000200,0.000200,0,reg,False
356,2016-05-14,0.000200,0.000200,0.000200,0.000200,0,reg,False
357,2016-05-15,0.000200,0.000200,0.000200,0.000200,0,reg,False
358,2016-05-16,0.000200,0.000200,0.000200,0.000200,0,reg,False
359,2016-05-17,0.000200,0.000200,0.000200,0.000200,0,reg,False
360,2016-05-18,0.000200,0.000200,0.000200,0.000200,0,reg,False
361,2016-05-19,0.000200,0.000200,0.000200,0.000200,0,reg,False
362,2016-05-20,0.000200,0.000200,0.000200,0.000200,0,reg,False
363,2016-05-21,0.000200,0.000200,0.000200,0.000200,0,reg,False
364,2016-05-22,0.000200,0.000200,0.000200,0.000200,0,reg,False
365,2016-05-23,0.000200,0.000200,0.000200,0.000200,0,reg,False
366,2016-05-24,0.000200,0.000200,0.000200,0.000200,0,reg,False
367,2016-05-25,0.000200,0.000200,0.000200,0.000200,0,reg,False
368,2016-05-26,0.000200,0.000200,0.000200,0.000200,0,reg,False
369,2016-05-27,0.000200,0.000200,0.000200,0.000200,0,reg,False
370,2016-05-28,0.000200,0.000200,0.000200,0.000200,0,reg,False
371,2016-05-29,0.000200,0.000200,0.000200,0.000200,0,reg,False
372,2016-05-30,0.000200,0.000200,0.000200,0.000200,0,reg,False
373,2016-05-31,0.000200,0.000200,0.000200,0.000200,0,reg,False
374,2016-06-01,0.000200,0.000200,0.000200,0.000200,0,reg,False
375,2016-06-02,0.000200,0.000200,0.000200,0.000200,0,reg,False
376,2016-06-03,0.000200,0.000200,0.000200,0.000200,0,reg,False
377,2016-06-04,0.000200,0.000200,0.000200,0.000200,0,reg,False
378,2016-06-05,0.000200,0.000200,0.000200,0.000200,0,reg,False
379,2016-06-06,0.000200,0.000200,0.000200,0.000200,0,reg,False
380,2016-06-07,0.000200,0.000200,0.000200,0.000200,0,reg,False
381,2016-06-08,0.000200,0.000200,0.000200,0.000200,0,reg,False
382,2016-06-09,0.000200,0.000300,0.000300,0.000200,0,reg,False
383,2016-06-10,0.000300,0.000300,0.000300,0.000300,0,reg,False
384,2016-06-11,0.000300,0.000300,0.000300,0.000200,0,reg,False
385,2016-06-12,0.000300,0.000300,0.000300,0.000300,0,reg,False
386,2016-06-13,0.000300,0.000300,0.000300,0.000300,0,reg,False
